Title,Review,Rating
One of the best Robin Williams has done.,"This is a terrific film with a great storyline about passion, identity, truth and literature, set in the context of an exclusive all boys preparatory school. All English teachers should have the enthusiasm of John Keating, played brilliantly in this film by Robin Williams, who has come upon the tradition bound school with a creative vengeance. What results can be described as educational alchemy- the magic of inspired teaching that allows learning to take place.

Some viewers may find the story line too simplistic and sentimental, but no one should ignore or deny the film's messages, which include the importance of art in enriching life and letting the true self shine forth.",10
"A smorgasbord of bad acting, obnoxious characters and cliched storylines","The doe-eyed camera hog Robin Williams accepts a job at a prestigious school knowing full well that the school's values are in direct contrast to his whimsical hippy-dippy teaching style. In his desperation to be popular, Williams leads his barely distinguishable pupils down a path of dead-end careers, sexual harrassment (Dad, how did you and Mum meet? Well son, she was unconscious and I just started groping her) and academic self-destruction yet still bows out a hero. Possibly one of the most overrated films of the 20th century.",4
A powerful influencial film,Why are good movies are hidden from the 90's. Here's to a movie that reminds you that words aren't just words. It savors and stays through our bones for the rest of our lives.,10
wonderful,"Carpe diem!!! oh gosh it was the most wonderful extraordinary creation and novel ive ever seen. i felt so many feelings, emotions from this movie. while i was studying for so many years there was the only 1 teacher such as proud teacher John Keat in the movie, i missed the teacher and cried. it shows the inner nature of the boys and enormous faults of the future education system but they love their fooolish system thats the problem in nowadays. even its the movie of 1989. you guys should watch it. ;-)",10
Cinematic Beauty at Its Finest - One of The Greatest Movie of All Time,"I watched this movie when i was 12 and it brings even the slightlest change into my life. I'm not a type of person who would often willingly rewatched a movie for a second time. But there are a few movies that the more you watch it, the deeper you can appreciate each and every single detail. The more you can see and understand, it's like looking back to your favourite moment of life in the past, over and over. The feeling of comfort.

That's all what Dead Poets Society at least could offer. This will be the number one movie i would say if someone ask me what my favourite movie is.

This movie talks about art, poems, friendship, youth, freedom, and all the great lesson of life. All in one, it's all what my soul longing for.

I have never seen such a movie with a very beautiful cinematography and also a touching, impactful story to tell. Each character has their own special place in my heart (definately except you know who!). Each character has a huge difference from one to another, and i think it's represent the diversity of many souls in the earth. They are all different, yet are all precious. I personally find myself has a big similarity to Todd Anderson. Knowing people had to been through the same thing as you are bring a sense of comfort and the safe feeling of being home. This movie feels like home to me.

Let's talk about what i gained and what opened my eyes from watching this movie.

Tears. Tears. Tears.

An absolute emotional roller coaster. Neil didn't deserves his life to be controlled.

This movie is all what you could ask for--joy, comedy, romance, drama, sorrow-- i cant even find the right words to describe this movie. Very hard. And this is all what i could say, there's still so much thing in my head yet i coudn't make the words out.

I love this so much. You missed so much thing in your life if you havent at least watched this movie once. I'd never getting bored of this, i would not be complained at all if this is the only thing i could watch for the rest of my life.",10
PERFECTION; RIP ROBIN WILLIAMS,"A timeless classic that every high school English teacher will make you watch. Revisiting this film really makes me miss Robin Williams.

Great character development, a bit slow, but a classic that can't be forgotten.

5/5. RIP Robin Williams.",10
This Movie Made me Love school so much !!,"This is one of my favorite movies of all time because i watched it when i was 10 years old now I'm 22 years old and re-watched it again! It made me tear up because i remembered ROBIN WILLIAMS great acting in it regarding his broken surprised death This iconic movie should have one an Oscar but at least it got nominated for one

Taught me how to engage with your friends love your teachers and share the things you love .

One of the greatest movies of all time Overall, ""Dead Poets Society"" is a must-see film that deserves all the praise it has received over the years. It's a poignant and powerful story about the importance of following your passions, challenging the status quo, and living life to the fullest. If you haven't seen it yet, I highly recommend giving it a watch.",10
"Brain jolting, exhilarating","Certain movies and incidents leave a very deep impression upon you. This is a movie that jolts every corner of your brain and raises questions on the very meaning of the word success which has been stretched too far by the orthodox and out-fashioned minds. It's movie that I wish had a very happy ending instead of an emotional one.

I have always been inspired by the works of Robin Williams and his approach towards mankind. This is his masterpiece, in fact, I would go along with historic performance. Its a movie that in spite of its era continue to relate to individuals at various levels (credits and profound thanks to the writers).

Dead poet's society is more alive than any movie I have ever seen or heard. It forces individuals to come out of their cocoons to be the beautiful wings of glorious imagination.

P.S.- I would rate this movie 11/10 but I gave it 9/10 because I had hoped for a very happy ending. Nevertheless a must watch.",9
A refreshing if obvious drama.,Dead Poets Society shows the efforts of a filmmaker who has his own loving style in making movies.,9
best movie ever,There isn't alot to say about this movie other than it is perfect. It is as beautiful to watch as The last Emperor or Room with a view but is even more emotionally powerful than both. Not one of the actors is ever anything less than genuine and believable. The story is compelling and thoroughly easy to get lost in. This is what all movies should aspire to.,10
Stunning.,"Truly one of the best films ever made, not to mention the incredible acting. No words to describe but stunning.",10
I like everything about this movie; except the movie itself,"I like poetry. I like Robin Williams. I like Peter Weir. I like Maurice Jarre. So, I had high hopes for this movie and I have to say I was extremely disappointed. It seems in almost every dramatic or semi-dramatic film that Robin Williams stars in, he plays a victim. I kept waiting for him to be picked on and it sure came. John Seating is a new teacher at a very strict school called Welton. His styles and teaching methods are not what the students are used to and his love for poetry inspires them to reopen an old school club called the Dead Poets Society. At this point, the movie falls downhill. I think the problem is the characters. The director tries to make us love and connect with them, oh how hard he tries. But, oh how much I didn't care by the end. We needed to know more about John Seating's personal life and not just his job. Besides a few good themes scattered throughout, there is not a lot to gain by watching this film.",5
one of the few movies to make me cry,"As a rule, I don't normally cry at movies, but this one is a genuine tearjerker.

This is one of my favorite movies, because there isn't a whole lot about this movie to dislike. The acting is excellent (especially Robin Williams, who can do dramatic acting almost as well as he can comedic), the story rings true and the dialogue is memorable. A really good film.",8
The reason why I love movies!!,"It is one of these movies that touches you and makes you reconsider your life. It is astonishing how well these young actors perform, while Robin Williams draws a remarkable path in acting.

If you haven't seen it yet, DO IT. ""Dead poets society"" could be considered as a must-seen film 🎥🎥",10
O Captain! My captain!,"Sure, sometimes the movie is on the edge of kitsch but who would have thought beforehand that a movie with a teacher trying to inspire his students for poetry would turn out to be such a success. What's more, the movie has also turned the Horace aphorism ""carpe diem"" into a term that has found its way into modern language and is widely understood. One has to concede, however, that the movie does not deliver its original meaning, which is more about enjoying life as it is than shaping it to one's favour.

Usually I am not such a big fan of Robin Williams as I am not so fond of clowneries but in this movie, he, as Mr. Keating, was playing the unobtrusive part of his lifetime. This opinion apparently was shared by some colleagues from the show business who in their shows, on the occasion of Mr. Williams's death, climbed up a table just as Mr. Keating did in Dead Poets Society to demonstrate how the change of perspective can alter preconceptions.

Besides, the movie can also be seen as a didactic play on what effects a liberal or a strict education can have on teenagers. It will, hopefully open the eyes of all parents who are convinced to know best what is good for their kids without ever asking the kids what they want. The message of possible disaster, however, does not come across completely convincing since I could not quite understand why Neil felt so trapped since otherwise he was a self-confident young fellow.

Eventually, the movie also perfectly demonstrates how recklessly established systems react on outsiders who question this system and try to change it. In case of any occurrence that puts this system and its stakeholders at risk of lower outside acceptance, a scapegoat is quickly found and removed. By doing so the stakeholders count on the cowardice and fears of its dependents and unfortunately this calculation frequently pays off. So does it in the movie. The final scene with the students climbing up on their desks to demonstrate their solidarity with the scapegoat Mr. Keating makes a good ending but does not change the overall situation. It does demonstrate, however, that Mr. Keating's endeavors to encourage the students to become self-confident, non-conformist members of society have fallen on solid ground, especially with Neil's shy roommate Todd, the first one to stand up for the captain, Mr. Keating. Hence, not all is hopeless and changes for the better are possible 

All these interesting aspects along with the many and so diverse coming-of age character studies of the classmates make it a movie definitely worthwhile seeing. Especially it is quite different from most other films.",8
"Very sad, but good!","This movie was very sad, although I won't say why because then my review won't get posted because of spoilers. However, despite its sadness it's a very good movie that I really enjoyed. I would watch it again, except that I cried so hard at the end that my eyeballs fell on the floor and I had to stick them back in. Obviously to make anyone that sad it had to be very good, which it is. The characters are likeable and the acting is outstanding. One of the best movies I have ever seen, and everyone should see it eventually. Regardless of Roger Ebert and his negative review, the fm is still a classic. If you're wondering whether it's worth it, the answer is: go see it and find out for yourself.",10
'O captain my captain.',"I've probably seen this film at least 25 times (probably 20 times in 1989 alone) and the final farewell to Robin Williams at the end still leaves me a blubbering mess. It still stands the test of time and remains my favorite Robin Williams performance. Kudos to Peter Weir. Yes I know it owes a lot to 'Goodbye Mr. Chips' and gets a tad too melodramatic towards the end, but the acting, script,direction and terrific score make this one of the finest movies of the 1980's. As an added bonus - if it encourages young people to seek out such magnificent writers and poets such as Shakespeare, Whitman, Keats and Shelley - well, that alone makes the film worthy of high praise indeed.",9
Dead boring,"I tried to get through this, but I just couldn't. It was really really boring and juvenile. Majority of the film is a bunch of nerdy teens acting immature and being very loud. It reminded me of the goonies. Robin Williams is barely in it, majority of screen time is hogged by the dull Ethan Hawke. Thumbs way down.",2
To the heart and beyond.,"This is the first review that I'm going to write, and perhaps the only one, for the simple fact that this movie really got to me.

Excellent Robert Leonard's role as Nail, he makes a real beauty connection between him and we as spectator, and showing the spark of light of a positive person. There is nothing to say about the performance of Robin Williams, he was brilliant, always reaching the soul with his dramatic performances. Also very well the rest of the cast, keeping in line and letting us to go deep in the film.

The story tells how a group of young people can be influenced to be much better people than they were, in the spiritual aspect, of course. But it also tells us how passion can be obscured under the strict discipline and how it achieves the destruction of the meaning of life who exists in each of us.

I should say that this should be a obligatory film for both teachers, youth and parents.

I was really touched by this film. If you didn't see Dead Poets Society, do not do like me and wait twenty years for see it. Go and watch it now.

Carpe Diem. 10 of 10.",10
Not as good as I was told it would be,"The movie was good, but it wasn't as good as I thought it would be.

I thought the teacher would be really inspiring and creative, but Robin Williams just didn't measure up. This is the first movie I've ever with him in it as the protagonist where I didn't think he did a great job with the acting.

I still suggest you see it if you haven't because of all the literary connections and the good message it portrays. Education should be interactive and teachers should engage their students in worthwhile exciting discussions, and these values are definitely shown through Robin Williams' actions throughout the movie.",5
The Greatest Movie of all time,"I think that Dead Poets Society of all time. The acting, cinematography, writing, etc, it's all so amazing. Some of the best performances of the movie are Robin Williams role as John Keating and Ethan Hawke's role as Todd Anderson. Director Peter Weir fabulously directs this film, and it's his best movie in my opinion. The movie also has a very powerful message, (which I will not go into in this review because it will take too long). The movie also has many great quotes like, ""Seize the day boys. Make your lives extraordinarily."" I also really love the setting of the movie, like the landscape and how it goes throughout different seasons over the length of the film. The ending of the film is also extraordinary, in my opinion it's the greatest film ending. The movie is also well paced and doesn't feel like it drags at any point. All in all this is a masterpiece and if you haven't seen it, you need to watch it.",10
Close to Excellent,"For me, the two best dramas of the quarter century were made in 1989, the first being Tornatore's 'Cinema Paradiso', the other, this film. Today it's illegal to have a spirit, so do we pursue an artistic life in an age when Art is 200 years dead ? Absolve the painter for the seaman, the musican for the technician ? The theme to this film will span the next 600 years, in that tragic respect it makes this a classic.

I'd like to comment to Robert Lorenz, from Dresden, and anyone who; if posting destroys a film's credibility without giving one to compare it with, in doing so destroy their own. Also to dbdumonteil, who recommended Weir's embarrassing estrofest 'Picnic at Hanging Rock.' No doubt to be a favorite in Ivy/prep circles, this film does under-tone a bit too much for me, and in the music (the 80's being the shift to subtle scores). The Literature profs can tear this up all they like: picking Frost over Byron, not getting to the meat of Shakespeare, yet petty needling whilst crap like 'The Breakfast Club,' and 'The Deerhunter' was made and hailed. Cliché's abounding it's message supporting spiritual individualism sets it above the rest. Casting could have been a little better.

Maybe they meant 'Carpe spiritus' (seize the spirit) instead of 'carpe diem' which better synopsizes this film; a solid script telling us it is better to have attempted to live the life of the artist than to experience it as crude nonevent; always with dire consequence.

Enough cannot be said about Robert Sean Leonard in a radiant performance; also Robin William's best role ever, and Ethan Hawke's last best role ever. This is better watched once, instead of repeatedly dimishing it's glory.",8
"Dead Poets Society is a simply transformative film, the audience follows the journeys of the boys as they seek to free themselves from the bonds that have been imposed on them","Dead Poets Society is an American drama, shot in 1989, directed by Peter Weir. Its plot explores the conflict between romanticism and realism, and the latter is present from the film's opening scene to its tragic climax and its apotheotic ending. From the perspective of Todd, a shy young man terrified by the fear of possible failure in his future, and his roommate Neil, a genius and ambitious boy, who is beaten up by his controlling father, the film portrays the English educational structure and the relationship unilateral agreement between the school and its students.

The story begins when the traditional Welton Academy, which specializes in preparing its students to enter Harvard and become future lawyers and doctors, hires a former student and now professor of literature John Keating (Robin Williams). Contrary to Welton's inflexible pedagogy, Professor Keating begins his class by deconstructing the idea that his class has about what poetry is and teaches them the power of ""Carpe Diem"", a Latin expression that means ""seize the day"", making a harsh criticism to the society in which they were inserted, which no longer knew the pleasures of living the freedom to make their own choices. In the midst of eccentric activities, Professor Keating makes his students search for knowledge, instead of simply absorbing it.

Motivated by this new perspective on reality and learning, the students find an old school yearbook and there they discover that the literature teacher was part of a type of fraternity called the ""Dead Poets Society"", in which the members gathered in a cave. (perhaps here an allegory of Plato's cave) to recite poetry and reflect on it. Inspired by this new discovery, Keating's students decide to create their own version of the Dead Poets Society, and begin to gather to recite poetry, play characters and touch on their romantic or realistic nature.

Tom Schulman's screenplay is one of the most beautiful and tragic ever made. The story that follows a group of teenagers at Welton Academy, an extremely rigid boarding school, is quite capable of transforming the life of any viewer. Schulman, like all good classic screenwriters, establishes the group with only one huge conflict: the castration of the passions of the most restless and uncertain period of anyone's life: adolescence.

As practically all the characters are already used to the atmosphere that puts tradition above all else in the Academy, we are introduced to this atmosphere of silent classes, as if death itself was hovering in the air. Everything is cold, quiet and orderly, as if it were a true classic dystopia like 1984 or Metropolis. However, all the depressive monotony is broken with the human warmth of the new English teacher, John Keating, who introduces students to a new way of seeing the world, of learning about life and allowing their passions to blossom so that they have an identity. His didactics are completely opposite to the conventional one at the Academy - his hiring is one of the film's biggest mysteries, but it doesn't remove you from the experience in any way.

What Schulmer captures perfectly is the spirit of these boys, giving them some unique traits but focusing most of the drama on Neil (in a conflict-filled portrayal by Robert Sean Leonard) and Todd Anderson (Ethan Hawke). The use of these two characters is quite curious and cruel, since the final fate of both manages to betray the expectations of those who watch, making the biggest twist of the film quite unpredictable.

Despite an initial confusion about who the protagonist is, Neil ends up being consolidated as the main character. In a remarkable delay to get the film in gear, Schulmer lends naturalness to a Manichean game of curtailing Neil's desires in the face of paternal oppression that forces him to follow an already predestined future. However, with Neil discovering his true calling, this relationship becomes complicated and cruel.

Cruelty that Welton Academy also shares as the narrative progresses. We have a truly simple story, centered in reality on a very pertinent problem that insists on repeating itself in several generations. Schulmer is clever enough to come up with an unforced metaphor about the ""Dead Poets Society"", the club that boys form to be a little freer in the face of the prison that boarding school represents. Using poetry and the growing passion for art as a pure new form of expression embraces the didactics of Carpe Diem and of adopting different points of view to see the problems and challenges imposed by life, never adopting cowardice.

By challenging their parents and teachers to finally discover who they really are, they are doing much more than just rebelling against a rigid authoritarian system, they are finding their voices and desires. After all, everyone needs to have a voice of their own and swim against the tide instead of just floating and letting themselves be carried away by the waves. And in that, this film is timeless, as it teaches through poems by famous authors to find who we are inside ourselves, even before we have the courage to show ourselves to the world. And who better to teach us that than a teacher?

This is where the film is especially brilliant. We follow the journeys of the boys as they seek to free themselves from the bonds that have been imposed on them and how each of them copes with it. Tom Schulman's screenplay (""A Very Bad Election"") talks about the dangers of extreme parental repression and lack of empathy with loved ones, using a clever metaphor to address the dangers of conformity to illustrate how censoring art is censoring. The individual. This ends up producing disgruntled and stressed citizens with life, resigning themselves to the roles of zombies who only repeat what is said to them, locking society into a sameness that prevents progress. The text can tend to be a little too melodramatic at times, but nothing that really gets in the way of the narrative.

The title may put off some viewers who are averse to poetry, as it has an unfair reputation for being difficult and boring. However, ""Dead Poets Society"" does not defend poetry per se, but art in any form, and how it can reach anyone in a personal and profound way, how it can instigate and change a person, how a person can find comfort. , love, passion... in short, feelings. The film is a great representation that art, even blockbuster pop art, can help those who consume it understand themselves as human.

Peter Weir's direction is simple and magnificent. With the right positioning of the lens, the director masterfully paves the script's narrative. The scene where the shy Todd has to recite a poem at the front of the room is a masterpiece. With Keating helping him overcome his fears, the camera constantly pans around the duo, both isolating the two from the rest of the gang (since the moment was between them), and also illustrating the whirlwind of emotions within the boy. At the height of the moment, the camera stops and moves away, allowing both the characters and the viewer to admire Todd's victory and achievement. Exciting!

This lightness of emotions and simple transitions with images of freedom through the richness of the staging in deep contrast with the fixed frames and immobility of the camera when preparing the scenes at the Academy, makes Weir's direction quite interesting, despite passing away from his most inspired.

Only at the climactic apex of the work do we have a deep succession of intelligent images that express a melancholy sadness already foreshadowing the worst to come. We have projections with shadows, frames that enlarge parts of the body - like the huge hand that closes a door, in addition to a delicate work of John Seale's fantastic lighting. Through the feverish power of montage and score, Weir manages to create a memorable scene. But none surpasses the conclusion of the work that, despite being bittersweet, shows how Keating managed to transform the lives of some students who no longer resign in the face of a completely silly orderly oppression, believing that the manufacture of genius takes place through punishment, standardization and the preservation of outdated traditions.

Dead Poets Society is a simply transformative film. Although slow and apparently uninteresting at first, the experience evolves completely as the characters gain more relevance, in addition to the punctual but fascinating presence of Robin Williams who transforms every scene with his full energy using the power of his body expression and smiles to the fullest. Gentle for boys.

Like all good classics, it becomes quite intimate for dealing with a conflict that seems so silly in today's eyes, but so pertinent in showing all the consequences of fierce psychological coercion over young people's dreams. The atonement of guilt will never take away the responsibility of those who only oppress and never listen. Basically, a summary of the truculent human relationships over the centuries.",8
A marvelously inspiring story with one of Robin Williams' best performances,"DEAD POETS SOCIETY is an incredibly moving film by Peter Weir about life at a boys prep school. It stars Robin Williams as John Keating, an English teacher, with Robert Sean Leonard and Ethan Hawke as two of the core group of students. I went into this film knowing a little about the plot from various clips on the internet, e.g., the famous ""Oh captain, my captain"" line. I was also aware about the fate of a character, although I didn't know which one until watching it. I was generally very impressed with the film, and Robin Williams' performance in particular. The story is one that had the potential to be very clichéd and overly sentimental, but the themes discussed within were approached earnestly and backed up with some great performances. Robin Williams is especially great as the English teacher, whose unique worldview (at least in the stodgy prep school environment) and unconventional teaching methods inspire the boys to make the most of their lives and dare to break the mold. The film follows several of these boys who are inspired to ""seize the day"" in various ways. Robert Sean Leonard's character pursues his dream of acting and another character, Knox Overstreet, pursues a girl that he loves despite the threat of her boyfriend finding out. Together, the boys bring back a poetry reading group originally started by Keating, called the ""Dead Poets Society"" (hence, the title of the film). This wasn't actually the point of the film, but more of a jumping-off point. The wonder of the film is to see how the boys develop and change for the better under Keating's influence. I can't say enough how much I loved the message. That being said, there are a couple of areas worth talking about which aren't as great. One of them is that given the large cast of characters, more time could have been spent developing them, although what's there was adequate. There is also a climactic scene which, while still handled tastefully, felt a little emotionally manipulative. Overall, this has to be the best of Robin Williams' dramatic roles that I've seen so far. It's an engaging, thought-provoking and moving film about making the most of your life, even if the setting is a bit overused. Highly recommended.",8
thoughts,"The best performance Williams ever gave. One-could it work as a musical? Two-possible sequel-might have to juggle dates a bit-some years later,boys at college,Keating organising against Vietnam war-including draft resistance!",9
a feel-good film,"'Dead Poet's Society' is a film about a professor who teaches poetry to a classroom full of boys so that poetry can be respected and appreciated. It's a film that has gained a pretty good following over the years. I've known this film to change the lives of some people a little bit and to appreciate life more. In short, it is one of the feel-good films with a good moral.

A comparable film (in some ways) is 'Mona Lisa Smile' which features a professor at an all-girl's school who teaches art history. Then, there was that film who had a professor of English teach military students how to appreciate literature and Hamlet. Each of these films shows how the students grow and begin to appreciate learning.

Well done. I wouldn't call this the greatest film, but it's a job well done.",5
Carpe diem,"This film is very touching. It can play on play on the strings of the soul. Firstly, the plot tells us the story of growing up in elite school for boys. It shows that education system can kill all desire for learning. Also it shows that parents can injure kid's psyhic. Secondly, the cast is great, especially Robin Williams and Ethan Hawke.",10
Great Film,"I've seen many movies that I'd consider to be ""favorites"" of mine. This one stands out above all. It is very inspirational and moving. If you have not seen it yet, do yourself a favor and see it. You will be a better person for it. At 15 years old I appreciate this movie as brilliant and a classic, I'm sure the appreciation will only grow with age.",10
start thinking,"The film was published before the book. The book based on the screenplay. It was published in 1959. It plays in Vermont. The film ""Dead Poets Society"" is about a school called ""Walton Academy"" where boys are taught very strictly and with a lot of discipline. But there is one teacher who teaches the students to be free thinkers. He does not care about consequences. A large roll is John Keating who is played by Robin William. He is a young English teacher who is different from the other teachers. He tries to inspire the students. His motto is ""Seize the day"". Also important is he Headmaster Mr. Noland. He is a contraire to Mr. Keating because he is very strict and traditional. The most important student is Neil Perry. He is a boy who is like a leader of his friends. His father puts a lot of pressure on him. Neil suffers under this. In my point of view the way of Mr. Keating's teaching is a good way because he is open minded and motivating. He wants that the students live their life extra ordinary. They should have an own point of view. That is what I like. The film is well accomplished, because it shows how a very strict school is. Moreover you can imagine better what you really want in life. You are stimulated to think more about your life. Maybe you change something in your life because you remember that it is not imagination. I can recommend watching the film. It isn't a predictive film because it has a surprising turn. This film never gets boring. To sum up one can say that the film has a great motto ""Seize the day"" and this is relevant for everyone's life. Everybody can be someone great. You only have to try it. So watch the film and learn from it.",10
We don't read and write poetry because it's cute. We read and write poetry because we are members of the human race. And the human race is filled with passion.,"A very well made High School Drama that keeps you interested right from the start. Robin Williams' acting as an unorthodox professor in the traditional high school is really upto the mark. The dialogues are very well written. It emphasizes on the importance of art in human life and how showcases how damaging it could be to belittle someone's passion. Preety good direction and a tight screenplay. Tradition, Respect, Discipline and Excellence - these four, as described by Mr. Nolan, are the pillars of his high school and Mr. Keating is a person who teaches to be free, think free and seize the day. He's the English teacher and doesn't follow the traditional methods of teaching. He teaches the students to own their thought irrespective of what the rest of the world world says about it. The climax of the film proves that he succeeded in his teaching.

I really loved the lines - ""We don't read and write poetry because it's cute. We read and write poetry because we are members of the human race. And the human race is filled with passion. And medicine, law, business, engineering, these are noble pursuits and necessary to sustain life. But poetry, beauty, romance, love, these are what we stay alive for.""",9
carpe diem indeed,"it's a pure, absolute picker-upper of a movie. It should be handed out by therapists to their depressed and undriven patients. The script is rich, and as poetic as the existing poetry in the film. While Peter Weir's direction is restrained, it all makes the settings more natural and believable. And he draws out some remarkable performances.

It's a pristine story of a new english teacher who gradually opens his students eyes on how to live. By their own rules, instincts and impulses. And when the brilliant lectures come out of robin williams, it's like he's talking straight to the viewer. Asking us to ask ourselves if we are doing enough to make our lives truly extraordinary. And it all works so damn well. Coming off best are williams, ethan hawke, and robert sean leanard, who's fate is enough to move the most stone of heart. The best film of that year. Almost became second best in the picker upper stakes, when american beauty was released in 1999, the only other film, to me anyways, that i think can inspire and move in equal measure.",10
"Not bad, but...","I like the pretentious premise. The ""fight against the educational system that suppress individuality, passion and expression and critical thinking in search of pragmatism and efficiency valuing life in dollars/'success' and nothing more"". I like that. Alos, Robert Sean Leonard and Ethan Hawke are excellent in the roles of confused young adults/teens. All their scenes are great. But...

Insert: Robin Williams. And I just can't. I don't believe a thing about his character. I don't believe he's smart, nor that he's inspiring. His weird methods only made me think he was dumb and weird, more than different and better. Maybe with a better dramatic actor in his place, I would consider good this exact same movie.

Besides that, neither the score, nor the dialogue (except for a couple), nor the emotional conclusion of the story were specially great to counter the downside of having Robin Williams.",5
"""Make your Life Extraordinary"" by watching this film!","Robin Williams just takes over the screen in one of the best movies I have ever seen. Ethan Hawke and Robert Sean Leonard are also awesome and are just pheonominal. The writers wrote a great script with wonderful lines that stay with you, like ""seize the day, make your lives extrodinary"" and ""There is a time for daring and a time for caution, a wise man knows which is called for."" And, if you have seen the movie, the last and final scene is the most remarkable ending to a story I have ever seen.",10
Seize the day...My friends,"I generally don't write reviews,but this movie has forced me to do so.This is one of the best movies that you will ever see in your lifetime.Be it acting,directing,story,etc everything is just perfect.It encourages you to do something only if you are passionate about it.There are just too many souls on this planet who are following the heard.We need people who are passionate,original and creative to make this world a better place for all and ""Dead Poet's Society"" delivers just that message in a tremendous way.It is a masterpiece that will blow like a fresh breeze right onto your face.",10
QUESTION EVERYTHING... including yourself!,"It's absolutely disgusting what humans will do in the name of conformity. See WWII if you disagree and see the Milgram experiments at Yale University for a look into exactly how badly humans are at questioning authority. To blame a teacher who is involved in your son's life for less than a school semester for his suicide shows a level of denial of reality that astounds me to a point beyond belief. You had this child for at least 16 years or so and over the course of a few months a teacher made him suicidal!? The lack of personal responsibility shown by these parents is despicable. So many people are like that. I'll never forget when I had the epiphany that my parents, and every single other adult, regardless of age, were just other humans... Question everything and everyone. Be careful of certainty and conformity. Conformity is not all bad and it is perhaps required, but it should never go unquestioned.",10
Robbed in broad daylight,"This movie is truly great! I have been a fan of Robin Williams for years, but always for his humor(which he is, by the way, a MASTER of). Dead Poets Society proved that he was a true actor, playing a very dramatic role in light of many humorous lines in the movie. This movie is the greatest performance of his life! The only thing that disappointed me was that Robin Williams did not win Best Actor at the Oscars. He was robbed blindly, and deserved it for this far more than for his role in Good Will Hunting!",9
A masterpiece...,"Dead Poets Society....what a movie. It's superb in every part. Acting, directing, script, etc. This is such a powerful story about life, and living it to it's fullest. I know a lot of people who have seen it and say that it's to sad for their taste. Now don't get me wrong, it is a very emotional movie and very sad at parts. But the overall message is so powerful and moving. From beginning to end, it held my attention. And one of the best things is: not only do you feel like you're watching a movie. You actually feel like you're one of the students going to the school and a member of the Dead Poets Society. That's how real the characters are. Everyone of the boys is like someone you know, or knew. They're real people, struggling with real situations. That's why I love it.",10
Timeless and life-changing and terribly important,"Let me put it this way: if you haven't seen Dead Poets Society already, then you owe it to yourself to do so. Yesyes, despite everyone saying that 'you simply must see it!'. Think about it like this: if you do, then the worst that can happen it that you don't like it. If you don't, then you risk missing out on one of the best films ever created and (more importantly) not getting that life-changing revelation. Which revelation? Watch and find out...

A review (for those who want to know what they're getting):

Directed by Peter Weir, who manages to take every tool a filmmaker has to his disposal, and uses them to create a monumental masterpiece.

The acting defies the term 'superb'. Robin Williams and Robert Sean Leonard are truly great, although I would name many more if I could. They so convince you of what they're feeling, that you truly care about them.

The cinematography is endlessly excellent, I could write a long essay on it. This is one of those films where you can sense the contribution made by everybody behind the camera. The lighting, sound recording, set design, everything! is magnificent.

The story is flawless. It tells a brilliant story brilliantly, and then also defines what it means for a story to inspire people. You cannot walk away from the film without being a different person than the one earlier.

Again: watch it if you haven't. Those who have already don't need to be told to watch it again. They simply will. And you will too....",9
down-to-earth performance,"An inspiring, endearing & emotionally stimulating tale that's further strengthened by a surprisingly down-to-earth performance from Robin Williams in addition to the spot-on chemistry between its young cast, Dead Poets Society is an affectionately crafted, skilfully directed & smartly scripted work that only asks its viewers to dream more urgently & live more fervently.

The story takes place at an all-male prep school during 1959 and follows a group of students who are encouraged to unleash their creative side by their new English teacher, a former alumni of the school. As he inspires them to look at poetry & life with a different perspective, his students restart the unsanctioned titular club and begin challenging the status quo.

Directed by Peter Weir, the film introduces all the relevant characters in the opening scene but it takes a while to get acquainted with most of them and separate one from another. However, once their English class begins, and their new teacher's unorthodox methods unlock their true potential, it turns into an enjoyable, entertaining & thoroughly nostalgic drama that's as heartwarming as it is amusing.

The atmosphere, for the most part, is infused with a positive, creative & optimistic vibe and all the moments featuring Robin Williams is a delight to watch. The fine dynamic between its young actors makes them convincing as a group, and their individual contribution is no slouch either. Camera is operated in a smooth, static fashion. Editing is controlled, unfolding the narrative at a steady pace, while its score adds flavours of its own into the final print.

Coming to the performances, Dead Poets Society features a wonderful cast in Robin Williams, Josh Charles, Ethan Hawke, Robert Sean Leonard, Norman Lloyd & others, with Williams impressing the most. It's a finely measured & highly grounded effort from Williams who as John Keating delivers a performance that arguably his best. And he is brilliantly supported by the rest of the cast who all play their part with flair, both individually and as a group.

On an overall scale, Dead Poets Society is a wonderfully evocative coming-of-age drama that tries to illustrate the importance of finding one's true passion in life and embracing it wholeheartedly. It packs plenty of laughs over the course of its runtime, and fine dose of tears as well but at its heart, Dead Poets Society is all about making your lives extraordinary. And the only way to live that life is by following your heart, pursuing your dreams & seizing every day that comes. Delightfully recommended.",10
